geo,EU_OTH_other,EU_OTH_primary,EU_OTH_secundary,EU_OTH_tertiary,FOR_other,FOR_primary,FOR_secundary,FOR_tertiary,NAT_other,NAT_primary,NAT_secundary,NAT_tertiary,NEU_other,NEU_primary,NEU_secundary,NEU_tertiary,OTH_other,OTH_primary,OTH_secundary,OTH_tertiary,TOTAL_other,TOTAL_primary,TOTAL_secundary,TOTAL_tertiary,UNK_other,UNK_primary,UNK_secundary,UNK_tertiary,pct_native_tertiary,pct_fborn_primary,pct_fborn_secundary,pct_fborn_tertiary,pct_non_eu_primary,pct_non_eu_secundary,pct_non_eu_tertiary,pct_eu_fborn_primary,pct_eu_fborn_secundary,pct_eu_fborn_tertiary
NL23,8747,NA,4176,2245,61269,5451,31007,13657,340249,20751,170419,57500,51840,4896,26573,11412,0,0,0,0,401520,26205,201421,71328,0,0,0,0,0.08208727233273469,0.007781873417143249,0.04426574005601921,0.019496797882576654,0.0069895527885403316,0.0379357406556132,0.01629182524975945,NA,0.005961677378460871,0.0032049726328172066
NL3,269858,10784,115247,89393,1265247,105458,600118,301643,6768940,427770,3253293,1565058,995389,94674,484871,212250,0,0,0,0,8034177,533222,3853437,1866707,0,0,0,0,0.10954003777976382,0.007381115143450487,0.04200288321092017,0.021112307413527993,0.006626331763270984,0.03393662577253486,0.014855598334857155,7.547833801795032e-4,0.008066257438385313,0.006256709078670839
NL31,28458,1222,10257,10675,145420,11593,62206,37346,1114264,60645,489916,306473,116962,10371,51949,26671,0,0,0,0,1259683,72237,552127,343816,0,0,0,0,0.13756366527026123,0.005203641337012195,0.027921824636434108,0.016763149260075688,0.004655133641521045,0.023317861107258392,0.011971561985633766,5.485076954911501e-4,0.004603963529175717,0.0047915872744419205
NL32,100185,3393,41884,37909,463643,34705,212626,125516,2295319,129825,1084084,574248,363458,31312,170742,87350,0,0,0,0,2758957,164531,1296710,699770,0,0,0,0,0.11671783231110447,0.007053907667692148,0.04321694775250571,0.025511548042588896,0.0063642690358961685,0.03470388425290571,0.017754180514995218,6.896386317959792e-4,0.008513063499599998,0.007705131415488882
NL33,120871,4771,54644,37463,617053,55775,308295,132640,3007524,213951,1478947,627171,496182,51004,253651,95015,0,0,0,0,3624583,269721,1787243,759808,0,0,0,0,0.09736631500670279,0.008658892422479431,0.047861824103779406,0.020591940670868163,0.00791820975555609,0.03937851585574774,0.014750778368836991,7.406826669233414e-4,0.008483308248031665,0.005816012314179237
NL34,20344,1398,8462,2896,39131,3385,16991,6040,351833,23349,200346,57166,18412,1987,8078,3144,0,0,0,0,390954,26733,217357,63313,0,0,0,0,0.0818578463450642,0.0048470911009698475,0.024329963041825314,0.008648871565689182,0.002845249635931193,0.011567149752920069,0.004501995397769336,0.002001841465038655,0.012117011786235407,0.004146876167919846
NL4,115374,7197,59585,25783,346083,32170,170602,65606,3320414,245781,1745043,641901,230709,24973,111017,39823,0,0,0,0,3666497,277943,1915651,707496,0,0,0,0,0.09773772315463808,0.004898298263882914,0.02597635935389969,0.00998936138950272,0.003802462000122724,0.01690377302957692,0.0060635664209701375,0.0010958362637601908,0.009072586324322769,0.003925794968532583
NL41,63195,4251,30089,17613,229239,21755,110712,47635,2282648,161128,1180319,455436,166044,17504,80623,30022,0,0,0,0,2511886,182875,1291037,503070,0,0,0,0,0.10145898698736519,0.004846433443799194,0.024663679128011783,0.010611806807417816,0.003899424086428917,0.0179606528862065,0.006688100429774278,9.470093573702769e-4,0.006703026241805284,0.00392370637764354
NL42,52179,2946,29496,8116,116844,10415,59890,17766,1037766,84653,564724,186465,64665,7469,30394,9650,0,0,0,0,1154611,95068,624614,204426,0,0,0,0,0.08970187889753256,0.005010297207078013,0.028811012936332425,0.008546609714925393,0.0035930782371258454,0.014621504878725792,0.004642282097772715,0.0014172189699521677,0.014189508057606631,0.003904327617152679
NLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,350517,663,99863,77949,792994,13964,254789,160909,5301767,104,2472257,962390,442477,13301,154926,82960,0,0,0,0,6095409,14071,2727118,1123314,648,3,72,15,0.09662635573486994,0.0014020204194575214,0.0255814509204499,0.016155664829167166,0.0013354535662564086,0.015554956710460895,0.008329390862087938,6.656685320111262e-5,0.010026494209989004,0.007826273967079227
NO0,350517,663,99863,77949,792994,13964,254789,160909,5301767,104,2472257,962390,442477,13301,154926,82960,0,0,0,0,6095409,14071,2727118,1123314,648,3,72,15,0.09662635573486994,0.0014020204194575214,0.0255814509204499,0.016155664829167166,0.0013354535662564086,0.015554956710460895,0.008329390862087938,6.656685320111262e-5,0.010026494209989004,0.007826273967079227
NO01,116769,222,30226,30317,293541,5555,93879,66767,1152736,20,433550,288138,176772,5333,63653,36450,0,0,0,0,1446453,5578,527444,354911,176,3,15,6,0.1234320288075751,0.0023796407277973737,0.040215714110691206,0.028601525197632267,0.0022845407743192427,0.027267555579925513,0.01561438425350392,9.509995347813086e-5,0.012948158530765691,0.01298714094412835
NO02,17658,48,5931,3669,37106,737,12421,6540,416820,6,225342,60434,19448,689,6490,2871,0,0,0,0,453995,743,237772,66974,69,0,9,0,0.07957244655581948,9.703956897051156e-4,0.016354524914283908,0.00861110964812952,9.071948849482017e-4,0.008545275476507734,0.003780198134522913,6.32008047569139e-5,0.0078092494377761746,0.004830911513606606
NO03,62243,125,21751,12213,139340,2849,52632,24289,1011068,22,509520,157744,77097,2724,30881,12076,0,0,0,0,1150542,2871,562164,182033,134,0,12,0,0.08312772382101696,0.0015013622398701524,0.027735941526446425,0.012799784992701345,0.0014354899057235154,0.0162736284062584,0.006363794457238316,6.587233414663709e-5,0.011462313120188026,0.00643599053546303
NO04,53931,101,15096,11548,117551,1852,37231,23732,784773,19,362636,127730,63620,1751,22135,12184,0,0,0,0,902422,1871,399879,151468,98,0,12,6,0.08774834437086093,0.0012722925998186366,0.025577065758017093,0.01630348163007337,0.0012029073122475336,0.015206369706795637,0.008370201423428869,6.938528757110274e-5,0.010370696051221456,0.0079332802066445
NO05,57078,91,15311,10790,110606,1356,32424,21048,936066,12,447312,159670,53528,1265,17113,10258,0,0,0,0,1046747,1368,479748,180721,75,0,12,3,0.09345165353298404,7.936396454608026e-4,0.018977117894115828,0.0123189729038783,7.403791677786986e-4,0.010015896204108197,0.006003801978714538,5.326047768210401e-5,0.008961221690007633,0.006315170925163762
NO06,21359,44,5457,4586,46735,753,13046,9504,477357,9,227037,86891,25376,709,7589,4918,0,0,0,0,524132,762,240089,96395,40,0,6,0,0.10087441285939507,8.74180673293258e-4,0.015145499420695676,0.0110334835577412,8.23099730896308e-4,0.008810301632964854,0.005709456243368185,5.1080942396950006e-5,0.006335197787730822,0.005324027314373017
NO07,21380,32,6070,4802,47953,862,13126,8999,521003,16,266008,81363,26573,830,7056,4197,0,0,0,0,569012,878,279140,90362,56,0,6,0,0.08661240461915792,9.176147976563564e-4,0.013972867556887859,0.009579600422400872,8.83550211200436e-4,0.0075112413135304534,0.004467783417359313,3.4064586455920425e-5,0.006461626243357405,0.005111817005041559
NOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOZZ,99,0,21,24,162,0,30,30,1944,0,852,420,63,0,9,6,0,0,0,0,2106,0,882,450,0,0,0,0,0.12216404886561955,0,0.008726003490401396,0.008726003490401396,0,0.002617801047120419,0.0017452006980802793,0,0.006108202443280977,0.006980802792321117
PL,278740,53751,86903,28452,736389,175149,262927,105078,44411127,5299534,19382535,5680525,457648,121398,176023,76626,1238,11,13,4,45183231,5474739,19645508,5785651,34478,45,33,43,0.07465619694503271,0.0023018925607625235,0.0034555133362086455,0.0013809857121639545,0.001595471016628407,0.0023133790899354362,0.0010070558173954126,7.064215441341167e-4,0.0011421211037913183,3.7392989476854176e-4
PL1,39044,4767,11598,8605,99662,9524,34406,27807,9068801,1102586,3771575,1410772,60618,4757,22808,19202,254,0,0,0,9177221,1112110,3805987,1438602,8506,0,6,22,0.09081880169332661,6.131098911285754e-4,0.0022148948880900635,0.0017900826063221647,3.062330693089703e-4,0.0014682707262558324,0.0012361335709209266,3.068768218196051e-4,7.466241618342311e-4,5.53949035401238e-4
PL11,13805,3261,4622,1429,25676,5030,9407,4218,2932503,429906,1283387,357532,11870,1769,4784,2789,96,0,0,0,2960331,434936,1292794,361754,2057,0,0,5,0.07080100954193372,9.960760938767064e-4,0.001862840519900234,8.35278124050089e-4,3.5030986283655935e-4,9.47361437993273e-4,5.522974604020147e-4,6.457662310401471e-4,9.152810548505242e-4,2.829806636480742e-4
PL12,25239,1506,6976,7176,73986,4494,25000,23589,6136298,672680,2488187,1053241,48747,2988,18024,16413,156,0,0,0,6216890,677174,2513193,1076848,6448,0,6,17,0.10046074509936709,4.286488927762551e-4,0.0023845621538509964,0.002249977465887646,2.8500286862827106e-4,0.0017191739304404142,0.0015655127452462562,1.4364602414798403e-4,6.65388223410582e-4,6.8446472064139e-4
PL2,45706,7607,14702,4055,95026,14705,35946,15521,9200789,991254,4246542,1145791,49320,7098,21244,11465,129,6,0,0,9301213,1005966,4282488,1161319,5268,0,0,7,0.07274408091023635,9.335923478060357e-4,0.0022821428448987257,9.853986283779315e-4,4.506384552687686e-4,0.0013487409613594985,7.278909396529208e-4,4.829538925372672e-4,9.334018835392273e-4,2.5744420063607444e-4
PL21,15581,1585,3482,1625,33953,3034,9806,6936,3900742,429260,1708803,493731,18373,1448,6324,5311,40,0,0,0,3937058,432294,1718608,500667,2321,0,0,0,0.07493685710239781,4.60490478516996e-4,0.0014883222255562501,0.001052723124256389,2.1977264762445954e-4,9.598357897631783e-4,8.060860024402657e-4,2.405660542021881e-4,5.284864357930719e-4,2.4663712181612345e-4
PL22,30124,6022,11219,2430,61073,11671,26140,8585,5300049,561994,2537739,652060,30948,5650,14922,6153,88,6,0,0,5364154,573672,2563880,660652,2947,0,0,7,0.07116726938633046,0.001273798731723864,0.0028529773667433644,9.369858719774975e-4,6.166534859257846e-4,0.0016286200561034616,6.715520175046642e-4,6.572543880079779e-4,0.0012244664528498013,2.652155700530366e-4
PL3,32370,3604,5590,1756,79482,13663,22842,8844,7879449,1072697,3327734,945331,47113,10059,17253,7090,142,0,0,0,7962457,1086360,3350579,954184,3384,0,3,9,0.07079232685167573,0.0010231713143591457,0.0017105525259892853,6.622943060961929e-4,7.532811425849847e-4,0.001292013078140843,5.309437618975586e-4,2.6989017177416093e-4,4.186143341336181e-4,1.3150031676898628e-4
PL31,7612,805,1367,502,24513,5277,7161,3049,2538274,351753,1065701,310762,16900,4472,5794,2546,64,0,0,0,2563737,357030,1072862,313812,888,0,0,0,0.07214538748180184,0.0012250893279791876,0.0016624719874282665,7.07844866592485e-4,0.0010382034251891089,0.0013451141872866047,5.910701968988083e-4,1.8688590279007883e-4,3.1735780014166185e-4,1.1654251329269513e-4
PL32,13191,1470,1956,507,29463,4903,8288,2669,2464173,304151,1074551,276402,16271,3432,6332,2160,26,0,0,0,2494672,309053,1082837,279072,1011,0,0,1,0.06635292490890943,0.0011770117105823507,0.0019896131057121195,6.407187957463377e-4,8.23884191458011e-4,0.0015200567308601763,5.185285121064405e-4,3.528874596279942e-4,4.695563748519433e-4,1.2171016464720616e-4
PL33,5151,773,1220,300,8552,1218,2525,1012,1482523,214309,637870,184150,3403,444,1304,712,4,0,0,0,1491563,215527,640396,185170,483,0,3,7,0.07271022989304508,4.809180559854951e-4,9.96977086505234e-4,3.9958051942308784e-4,1.7531003026072234e-4,5.148745032882476e-4,2.811277962739511e-4,3.0521318331427563e-4,4.817077408064893e-4,1.1845272314913672e-4
PL34,6416,555,1045,445,16954,2266,4868,2115,1394479,202484,549615,174015,10539,1711,3823,1670,48,0,0,0,1412485,204750,554483,176130,1003,0,0,0,0.07411680824312307,9.651391401828398e-4,0.0020733880557855535,9.008249256340274e-4,7.287524575696553e-4,0.0016282996173517196,7.112896575928254e-4,2.363866826131845e-4,4.450884384338339e-4,1.8953526804120198e-4
PL4,56148,13530,19208,4928,151843,44593,55707,17150,7142198,813953,3173092,854858,95695,31063,36498,12221,232,0,0,0,7300637,858558,3228809,872013,6366,12,9,5,0.06972730951351862,0.003637270649787843,0.004543794678261865,0.0013988561353544616,0.0025336832730329818,0.0029769942407094543,9.96817541117602e-4,0.0011035873767548609,0.001566718871596997,4.0195702828144526e-4
PL41,19040,4097,6132,1892,35874,7903,12461,5713,4034489,451339,1815711,481111,16834,3806,6330,3821,52,0,0,0,4072525,459242,1828172,486824,2109,0,0,0,0.07026838814195847,0.0011542680825961116,0.0018199841297267044,8.344089024258617e-4,5.558831231634569e-4,9.24524479670174e-4,5.580739394659929e-4,5.983849594326545e-4,8.956057044766995e-4,2.763349629598688e-4
PL42,24072,5874,8569,2233,64103,18641,24133,7338,1952058,240091,835957,247266,40030,12768,15563,5105,122,0,0,0,2019154,258745,860095,254609,2873,12,5,5,0.07288385938466717,0.005494601048221675,0.0071134170429018664,0.0021629409630304517,0.003763481904602454,0.0045873330890764405,0.0015047442922145621,0.001731413902540321,0.002525789194904326,6.581966708158897e-4
PL43,13036,3559,4507,803,51865,18048,19113,4097,1155651,122522,521423,126482,38829,14489,14606,3294,58,0,0,0,1208958,140571,540542,130580,1384,0,4,0,0.0625946786456444,0.008931774957674532,0.009458832821699542,0.0020275643839534883,0.007170461400805978,0.007228363532346753,0.0016301677033787626,0.0017613135568685537,0.002230469289352788,3.9739668057472565e-4
PL5,52585,12775,18309,3604,202376,67894,74455,19971,4350722,468583,1961344,545057,149792,55119,56145,16368,294,4,7,4,4558724,536507,2035822,565032,5330,25,15,0,0.07082263254628815,0.00882188801189176,0.009674399386181415,0.0025949557469804453,0.0071619531229189905,0.007295267658816138,0.00212679563700245,0.00165993488897277,0.002379001791170446,4.6829004617282685e-4
PL51,40881,9642,14949,3072,155224,50766,57788,16415,3245032,340634,1459400,422314,114344,41125,42840,13344,214,4,3,0,3404824,391427,1517201,438729,4352,22,9,0,0.07341806525211915,0.008825522006348549,0.010046276360218846,0.002853700187807025,0.007149462090987749,0.007447609871803408,0.002319815735979101,0.001676233762463316,0.002598840335517954,5.340582989304404e-4
PL52,11704,3134,3361,531,47151,17128,16667,3556,1105691,127949,501944,122743,35448,13994,13307,3025,80,0,4,4,1153900,145080,518622,126303,977,3,5,0,0.06314248895907978,0.00881113017354243,0.00857397866665295,0.0018293075021670298,0.007198911469439093,0.006845499137046306,0.0015561460050774086,0.0016122187041033385,0.0017289939580380728,2.7316149708962116e-4
PL6,52888,11469,17497,5505,108000,24770,39571,15786,6769169,850462,2902246,778716,55113,13301,22074,10280,188,0,6,0,6882981,875239,2941824,794501,5624,7,0,0,0.06774657022091783,0.0021549352323210706,0.00344258950658769,0.0013733470963835455,0.001157157590839829,0.001920389193308652,8.943372704182723e-4,9.977776414812419e-4,0.001522200313279038,4.789228281763219e-4
PL61,10694,1718,3217,1021,21255,3963,7277,3225,2444254,320280,1089410,257123,10562,2245,4060,2204,14,0,0,0,2466817,324242,1096686,260349,1295,0,0,0,0.061985818064875096,9.553785425306177e-4,0.0017542996855905387,7.774655058443709e-4,5.412124218978644e-4,9.787627763498128e-4,5.31328364304184e-4,4.1416612063275324e-4,7.75536909240726e-4,2.461371415401869e-4
PL62,21335,6333,6829,1737,41317,12461,14410,4317,1677513,240853,683149,178301,19982,6128,7582,2578,84,0,0,0,1720471,253313,697561,182618,1558,0,0,0,0.06247488141927558,0.0043662093727213705,0.005049119417455657,0.0015126334854376178,0.0021471897147930788,0.0026566567261033167,9.033053336711093e-4,0.0022190196579282913,0.0023928130813188537,6.086273718334821e-4
PL63,20861,3419,7450,2747,45428,8347,17883,8244,2647403,289329,1129688,343290,24569,4928,10432,5497,90,0,6,0,2695692,297683,1147577,351534,2770,7,0,0,0.07641426150242872,0.0018579913215088484,0.003980646795560409,0.0018350641493373602,0.0010969427617581891,0.0023220996125530497,0.0012235986934628178,7.610485597506592e-4,0.0016583245891027818,6.114654558745425e-4
PLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PT,236575,26440,102749,51004,977574,157219,427530,181303,12085512,3442232,2788545,1064441,740999,130779,324781,130299,NA,NA,NA,NA,13063086,3599451,3216075,1245744,0,0,0,0,0.05038927577247799,0.007442546414196011,0.0202387234905528,0.00858265217647345,0.006190910624683659,0.01537471722214869,0.006168188038489788,0.0012516357895123525,0.004864006268404111,0.002414464137983662
PT1,230541,26033,100738,49694,946560,152646,414598,174962,11464698,3255266,2662046,1024466,716019,126613,313860,125268,NA,NA,NA,NA,12411258,3407912,3076644,1199428,0,0,0,0,0.05098052563885521,0.00759612648606073,0.020631650019442414,0.008706638118615342,0.0063006456951351965,0.015618622557518839,0.006233714428519945,0.0012954807909255335,0.005013027461923574,0.0024729236900953968
PT11,71395,9653,30038,15272,193917,27383,85056,43314,4372999,1366594,957745,332356,122522,17730,55018,28042,NA,NA,NA,NA,4566916,1393977,1042801,375670,0,0,0,0,0.04503856971955849,0.0037107533928398165,0.011526196566533376,0.005869611527497491,0.0024026460816948454,0.0074556560700895095,0.0038000564818323097,0.0013081073111449713,0.004070540496443867,0.002069555045665182
PT15,32848,2731,16715,5164,87071,11693,42123,12875,472418,128070,113853,33909,54223,8962,25408,7711,NA,NA,NA,NA,559489,139763,155976,46784,0,0,0,0,0.03759262626217833,0.012963242174161763,0.04669893526915385,0.014273646026882126,0.009935566267411076,0.028168139669982217,0.008548666758313637,0.0030276759067506863,0.018530795599171628,0.005724979268568489
PT16,57082,6739,26067,12220,176025,24738,81490,36253,2723275,808284,598059,207386,118943,17999,55423,24033,NA,NA,NA,NA,2899300,833022,679549,243639,0,0,0,0,0.04454635474953335,0.005313703546979815,0.017503989895843848,0.007787116771309695,0.003866171482823579,0.011904818161705162,0.005162270084265741,0.0014475320641562364,0.005599171734138687,0.0026248466870439544
PT17,53992,4997,21109,14716,443117,81773,184619,75113,2981364,695829,790374,391563,389125,76776,163510,60397,NA,NA,NA,NA,3424481,777602,974993,466676,0,0,0,0,0.06937990896836005,0.01448912000385559,0.03271210357932099,0.013309053976857948,0.013603716109425077,0.028971861272430115,0.010701568743630124,8.854038944305136e-4,0.003740242306890877,0.0026074852332278243
PT18,15224,1913,6809,2322,46430,7059,21310,7407,914642,256489,202015,59252,31206,5146,14501,5085,NA,NA,NA,NA,961072,263548,223325,66659,0,0,0,0,0.03912045656818548,0.004660624163147595,0.014069684221090133,0.004890387190315092,0.0033975877523101747,0.0095741197038962,0.0033573131986974814,0.0012630364108374202,0.004495564517193933,0.001533073991617611
PT2,1183,69,413,465,9223,1541,3633,2067,302869,94012,62020,18179,8040,1472,3220,1602,NA,NA,NA,NA,312092,95553,65653,20246,0,0,0,0,0.03683359538359295,0.0031223153356134408,0.007361045823675296,0.004188076443032435,0.002982510171332242,0.006524240999789279,0.0032459112054852254,1.3980516428119884e-4,8.368048238860163e-4,9.421652375472096e-4
PT20,1183,69,413,465,9223,1541,3633,2067,302869,94012,62020,18179,8040,1472,3220,1602,NA,NA,NA,NA,312092,95553,65653,20246,0,0,0,0,0.03683359538359295,0.0031223153356134408,0.007361045823675296,0.004188076443032435,0.002982510171332242,0.006524240999789279,0.0032459112054852254,1.3980516428119884e-4,8.368048238860163e-4,9.421652375472096e-4
PT3,4851,338,1598,845,21791,3032,9299,4274,317945,92954,64479,21796,16940,2694,7701,3429,NA,NA,NA,NA,339736,95986,73778,26070,0,0,0,0,0.04069682767892152,0.0056612580988479565,0.017362809716750378,0.00798028268947103,0.005030154788356331,0.014379072763597662,0.006402524413241966,6.311033104916257e-4,0.002983736953152716,0.0015777582762290644
PT30,4851,338,1598,845,21791,3032,9299,4274,317945,92954,64479,21796,16940,2694,7701,3429,NA,NA,NA,NA,339736,95986,73778,26070,0,0,0,0,0.04069682767892152,0.0056612580988479565,0.017362809716750378,0.00798028268947103,0.005030154788356331,0.014379072763597662,0.006402524413241966,6.311033104916257e-4,0.002983736953152716,0.0015777582762290644
PTZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO,119999,4287,16434,5262,206168,7552,54701,32707,23435152,1735320,12213368,2558314,86169,3265,38267,27445,0,0,0,0,23641320,1742872,12268069,2591021,0,0,0,0,0.0635712067420346,1.8765865070348884e-4,0.001359257925335215,8.127319238028349e-4,8.113155383300994e-5,9.508916295644078e-4,6.819771806881954e-4,1.065270968704789e-4,4.0836629577080716e-4,1.307547431146396e-4
RO1,32734,341,4260,1173,46503,622,10357,5174,5792902,349619,3104371,612326,13769,281,6097,4001,0,0,0,0,5839405,350241,3114728,617500,0,0,0,0,0.06171475267676248,6.268977009786659e-5,0.0010438552233176918,5.214740683060478e-4,2.832126269694616e-5,6.145008493355187e-4,4.0325043434335085e-4,3.4368507400920434e-5,4.2935437398217315e-4,1.1822363396269696e-4
RO11,18450,191,2430,601,25894,324,5728,2748,3033371,191796,1613435,326968,7444,133,3298,2147,0,0,0,0,3059265,192120,1619163,329716,0,0,0,0,0.06287526940939922,6.230452915467368e-5,0.001101482540117194,5.284347102377879e-4,2.5575624622134568e-5,6.341985714571414e-4,4.1286365461445804e-4,3.672890453253912e-5,4.6728396866005265e-4,1.155710556233299e-4
RO12,14284,150,1830,572,20609,298,4629,2426,2759531,157823,1490936,285358,6325,148,2799,1854,0,0,0,0,2780140,158121,1495565,287784,0,0,0,0,0.0604365883671036,6.311406490582661e-5,9.803859276814476e-4,5.138077901393804e-4,3.1345240288799795e-5,5.928062673537204e-4,3.926626722664515e-4,3.176882461702682e-5,3.875796603277272e-4,1.2114511787292894e-4
RO2,37263,2541,4842,710,60288,3811,15952,6933,6923362,597971,3529487,558476,23025,1270,11110,6223,0,0,0,0,6983650,601782,3545439,565409,0,0,0,0,0.04774817292335683,3.2583009298683e-4,0.0013638524385531127,5.927525674829946e-4,1.0858153190587092e-4,9.498746610033276e-4,5.320495063387675e-4,2.1724856108095908e-4,4.139777775497851e-4,6.0703061144227056e-5
RO21,19652,82,972,278,34168,852,8144,4276,3941487,341298,1981424,292785,14516,770,7172,3998,0,0,0,0,3975655,342150,1989568,297061,0,0,0,0,0.044331580874303535,1.290042416958062e-4,0.0012331109675711802,6.474438233465577e-4,1.1658834049973094e-4,0.0010859371143689225,6.053508900232783e-4,1.2415901196075242e-5,1.4717385320225777e-4,4.2092933323279484e-5
RO22,17611,2459,3870,432,26120,2959,7808,2657,2981875,256673,1548063,265691,8509,500,3938,2225,0,0,0,0,3007995,259632,1555871,268348,0,0,0,0,0.05217970064294953,5.811251950667793e-4,0.0015334320794462362,5.21814681748034e-4,9.819621410388296e-5,7.733933822821822e-4,4.369731527622791e-4,4.8292898096289634e-4,7.60038697164054e-4,8.484152898575487e-5
RO3,28246,961,4048,2717,66586,2223,19255,17120,6214005,438855,3145393,913781,38340,1262,15207,14403,0,0,0,0,6280591,441078,3164648,930901,0,0,0,0,0.08447467731536888,2.0550570396196137e-4,0.001780032537016449,0.001582662011618884,1.1666585623031726e-4,0.001405814323054227,0.0013314883734431534,8.883984773164413e-5,3.7421821396222207e-4,2.5117363817573057e-4
RO31,14268,491,1130,337,19606,797,3614,1809,3675714,344574,1931347,295431,5338,306,2484,1472,0,0,0,0,3695320,345371,1934961,297240,0,0,0,0,0.04709645885821086,1.2705463444930983e-4,5.761297978667575e-4,2.883837311402779e-4,4.878132765556939e-5,3.959896009687398e-4,2.3466050427777173e-4,7.827330679374044e-5,1.8014019689801769e-4,5.3723226862506164e-5
RO32,13978,470,2918,2380,46980,1426,15641,15311,2538291,94281,1214046,618350,33002,956,12723,12931,0,0,0,0,2585271,95707,1229687,633661,0,0,0,0,0.13607078365416567,3.137979097450315e-4,0.0034418745486129295,0.0033692565190085394,2.103722312175667e-4,0.0027997551232019887,0.002845526487316271,1.034256785274648e-4,6.42119425410941e-4,5.237300316922685e-4
RO4,21756,444,3284,662,32791,896,9137,3480,4504883,348875,2434117,473731,11035,452,5853,2818,0,0,0,0,4537674,349771,2443254,477211,0,0,0,0,0.060673214727116474,1.1475542110500762e-4,0.001170223529728186,4.4570185875605634e-4,5.789001153957973e-5,7.496244193388499e-4,3.6091604539499047e-4,5.686540956542788e-5,4.205991103893359e-4,8.47858133610659e-5
RO41,8371,63,504,176,11368,162,1931,933,2412459,214098,1287218,223115,2997,99,1427,757,0,0,0,0,2423827,214260,1289149,224048,0,0,0,0,0.053746021712800185,3.9024070624895815e-5,4.6515728627576433e-4,2.247497400804185e-4,2.3848043159658555e-5,3.437490665538662e-4,0.00018235321890769217,1.5176027465237262e-5,1.2140821972189809e-4,4.239652117272632e-5
RO42,13385,381,2780,486,21423,734,7206,2547,2092424,134777,1146899,250616,8038,353,4426,2061,0,0,0,0,2113847,135511,1154105,253163,0,0,0,0,0.06853749877619424,2.0073149400567626e-4,0.0019706691359739825,6.965437537226941e-4,9.653708090463722e-5,0.0012104054393312306,5.636343448851482e-4,1.0419441310103904e-4,7.602636966427521e-4,1.3290940883754586e-4
ROZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SE,549728,57446,231182,127668,1556580,157101,617532,344807,9677378,641646,4162952,1629142,1006852,99655,386350,217139,92716,15118,53031,15919,11327963,813963,4833759,1990025,1289,98,244,157,0.08589934149578371,0.00828342308302721,0.032560447249272505,0.018180547946794506,0.00525448295898229,0.020370974775001834,0.011449030908940398,0.003028940124044921,0.012189472474270671,0.006731517037854106
SE1,254239,26693,107613,63057,745349,73620,297560,177971,3646317,170878,1491115,685236,491110,46927,189947,114914,26437,3385,14407,6201,4418562,247920,1803188,869470,459,37,106,62,0.09336734276768123,0.010031148063669585,0.04054425995416357,0.02424957147567699,0.006394073420046491,0.02588137029679227,0.015657692863196505,0.0036370746436230946,0.0146628896573713,0.008591878612480482
SE11,175176,14114,70317,46131,505627,43816,200025,128956,2019869,56250,772124,425875,330451,29702,129708,82825,15579,1624,8543,4222,2541372,101709,980765,559100,297,19,73,47,0.10181221560115765,0.01047491409164737,0.047819168595530516,0.030828989903288258,0.007100737135980239,0.031008767505007237,0.019800638114859718,0.0033741769556671305,0.016810401090523282,0.011028351788428538
SE12,79063,12579,37296,16926,239722,29804,97535,49015,1626448,114628,718991,259361,160659,17225,60239,32089,10858,1761,5864,1979,1877190,146211,822423,310370,162,18,33,15,0.08217524017851881,0.009443019028614844,0.030902726511741675,0.015529780488778573,0.005457522573073772,0.019085962396481332,0.01016699226980344,0.003985496455541073,0.011816764115260342,0.005362788218975133
